local_asset_path,original_filename,size_bytes,original_source_url
.gitbook/assets/Fishing_zone_2.png,Fishing_zone_2.png,27895,https://static.wikitide.net/bountywikiwiki/2/25/Fishing_zone_2.png
.gitbook/assets/Flee_statistics.png,Flee_statistics.png,2049,https://static.wikitide.net/bountywikiwiki/1/1a/Flee_statistics.png
.gitbook/assets/Freebies_NPC_alone.png,Freebies_NPC_alone.png,59085,https://static.wikitide.net/bountywikiwiki/0/0a/Freebies_NPC_alone.png
.gitbook/assets/Fresh_fish.png,Fresh_fish.png,1139,https://static.wikitide.net/bountywikiwiki/6/6f/Fresh_fish.png
.gitbook/assets/Gill.png,Gill.png,1016,https://static.wikitide.net/bountywikiwiki/7/72/Gill.png
.gitbook/assets/Gym_trainer.gif,Gym_trainer.gif,1689,https://static.wikitide.net/bountywikiwiki/2/2e/Gym_trainer.gif
.gitbook/assets/HD_Elunium.png,HD_Elunium.png,982,https://static.wikitide.net/bountywikiwiki/c/ca/HD_Elunium.png
.gitbook/assets/HD_Oridecon.png,HD_Oridecon.png,825,https://static.wikitide.net/bountywikiwiki/2/28/HD_Oridecon.png
.gitbook/assets/HE_Bubble_Gum.png,HE_Bubble_Gum.png,1408,https://static.wikitide.net/bountywikiwiki/8/87/HE_Bubble_Gum.png
.gitbook/assets/Healer.gif,Healer.gif,4400,https://static.wikitide.net/bountywikiwiki/e/ea/Healer.gif
.gitbook/assets/Hit_statistics.png,Hit_statistics.png,1568,https://static.wikitide.net/bountywikiwiki/c/c4/Hit_statistics.png
.gitbook/assets/Hourly_Rewards_Shop.gif,Hourly_Rewards_Shop.gif,5944,https://static.wikitide.net/bountywikiwiki/7/79/Hourly_Rewards_Shop.gif
.gitbook/assets/Infinite_Space.png,Infinite_Space.png,982486,https://static.wikitide.net/bountywikiwiki/4/49/Infinite_Space.png
.gitbook/assets/Infinite_Space_Mode.png,Infinite_Space_Mode.png,520138,https://static.wikitide.net/bountywikiwiki/b/b8/Infinite_Space_Mode.png
.gitbook/assets/Infinite_Space_Monsters.png,Infinite_Space_Monsters.png,1064231,https://static.wikitide.net/bountywikiwiki/6/60/Infinite_Space_Monsters.png
.gitbook/assets/Job_Master.gif,Job_Master.gif,3015,https://static.wikitide.net/bountywikiwiki/0/00/Job_Master.gif
.gitbook/assets/Kafra_Employee.gif,Kafra_Employee.gif,38189,https://static.wikitide.net/bountywikiwiki/d/d9/Kafra_Employee.gif
.gitbook/assets/King_Earthworm.png,King_Earthworm.png,923,https://static.wikitide.net/bountywikiwiki/9/96/King_Earthworm.png
.gitbook/assets/Livestock_Camel.gif,Livestock_Camel.gif,3588,https://static.wikitide.net/bountywikiwiki/6/6c/Livestock_Camel.gif
.gitbook/assets/LoginCredential.png,LoginCredential.png,10748,https://static.wikitide.net/bountywikiwiki/6/66/LoginCredential.png
.gitbook/assets/Marlin.png,Marlin.png,1087,https://static.wikitide.net/bountywikiwiki/d/d9/Marlin.png
.gitbook/assets/Matk_statistics.png,Matk_statistics.png,1042,https://static.wikitide.net/bountywikiwiki/f/f1/Matk_statistics.png
.gitbook/assets/Mayomayo.gif,Mayomayo.gif,10421,https://static.wikitide.net/bountywikiwiki/9/9d/Mayomayo.gif
.gitbook/assets/Mining_Room.gif,Mining_Room.gif,20236,https://static.wikitide.net/bountywikiwiki/6/6d/Mining_Room.gif
.gitbook/assets/Mithril.png,Mithril.png,1174,https://static.wikitide.net/bountywikiwiki/b/bf/Mithril.png
.gitbook/assets/Mithril_Ore.png,Mithril_Ore.png,1358,https://static.wikitide.net/bountywikiwiki/e/ee/Mithril_Ore.png
.gitbook/assets/Mushroom_Event_NPC.gif,Mushroom_Event_NPC.gif,311,https://static.wikitide.net/bountywikiwiki/9/9e/Mushroom_Event_NPC.gif
.gitbook/assets/Mushroom_Finder_Token.png,Mushroom_Finder_Token.png,469,https://static.wikitide.net/bountywikiwiki/8/8a/Mushroom_Finder_Token.png
.gitbook/assets/MVP_IN_CL_INstance.png,MVP_IN_CL_INstance.png,1481749,https://static.wikitide.net/bountywikiwiki/c/c9/MVP_IN_CL_INstance.png
.gitbook/assets/MVP_IN_CL_INstance_2.png,MVP_IN_CL_INstance_2.png,1709329,https://static.wikitide.net/bountywikiwiki/d/d3/MVP_IN_CL_INstance_2.png
.gitbook/assets/MVP_IN_CL_INstance_3.png,MVP_IN_CL_INstance_3.png,1392411,https://static.wikitide.net/bountywikiwiki/a/ab/MVP_IN_CL_INstance_3.png
.gitbook/assets/Nipper.png,Nipper.png,1181,https://static.wikitide.net/bountywikiwiki/d/df/Nipper.png
.gitbook/assets/NPC_Door.png,NPC_Door.png,1002938,https://static.wikitide.net/bountywikiwiki/7/72/NPC_Door.png
.gitbook/assets/Old_Purple_Shadow_Box.png,Old_Purple_Shadow_Box.png,635,https://static.wikitide.net/bountywikiwiki/0/09/Old_Purple_Shadow_Box.png
.gitbook/assets/Orange_Shadow_Box.png,Orange_Shadow_Box.png,986,https://static.wikitide.net/bountywikiwiki/7/75/Orange_Shadow_Box.png
.gitbook/assets/Oridecon.png,Oridecon.png,1211,https://static.wikitide.net/bountywikiwiki/0/08/Oridecon.png
.gitbook/assets/Pet_Collection.gif,Pet_Collection.gif,1670,https://static.wikitide.net/bountywikiwiki/6/6b/Pet_Collection.gif
.gitbook/assets/Piranha.png,Piranha.png,1550,https://static.wikitide.net/bountywikiwiki/4/43/Piranha.png
.gitbook/assets/Poring_Catcher_Token.png,Poring_Catcher_Token.png,903,https://static.wikitide.net/bountywikiwiki/2/2f/Poring_Catcher_Token.png
.gitbook/assets/Poring_Coin.png,Poring_Coin.png,1140,https://static.wikitide.net/bountywikiwiki/7/79/Poring_Coin.png
.gitbook/assets/Primary_stats.png,Primary_stats.png,34956,https://static.wikitide.net/bountywikiwiki/8/8f/Primary_stats.png
.gitbook/assets/Race_Changer.gif,Race_Changer.gif,2015,https://static.wikitide.net/bountywikiwiki/e/eb/Race_Changer.gif
.gitbook/assets/Rare_Fisherman_s_Ticket.png,Rare_Fisherman's_Ticket.png,307,https://static.wikitide.net/bountywikiwiki/4/42/Rare_Fisherman%27s_Ticket.png
.gitbook/assets/Refine_Master.gif,Refine_Master.gif,4233,https://static.wikitide.net/bountywikiwiki/9/95/Refine_Master.gif
.gitbook/assets/Reset_Girl.gif,Reset_Girl.gif,2955,https://static.wikitide.net/bountywikiwiki/0/01/Reset_Girl.gif
.gitbook/assets/Rotten_Fish.png,Rotten_Fish.png,1378,https://static.wikitide.net/bountywikiwiki/7/72/Rotten_Fish.png
.gitbook/assets/Salmon.png,Salmon.png,1385,https://static.wikitide.net/bountywikiwiki/e/e0/Salmon.png
.gitbook/assets/Seagod_s_Anger.png,Seagod's_Anger.png,426,https://static.wikitide.net/bountywikiwiki/2/21/Seagod%27s_Anger.png
.gitbook/assets/SecurityCode.png,SecurityCode.png,150766,https://static.wikitide.net/bountywikiwiki/7/72/SecurityCode.png
.gitbook/assets/Shadow_Box.png,Shadow_Box.png,901,https://static.wikitide.net/bountywikiwiki/6/69/Shadow_Box.png
.gitbook/assets/Shark.png,Shark.png,1504,https://static.wikitide.net/bountywikiwiki/1/14/Shark.png
.gitbook/assets/Sharp_Scale.png,Sharp_Scale.png,889,https://static.wikitide.net/bountywikiwiki/7/74/Sharp_Scale.png
.gitbook/assets/Silvervine_Fruit.png,Silvervine_Fruit.png,513,https://static.wikitide.net/bountywikiwiki/5/5c/Silvervine_Fruit.png
.gitbook/assets/Skeleton_worker.gif,Skeleton_worker.gif,9625,https://static.wikitide.net/bountywikiwiki/b/bc/Skeleton_worker.gif
.gitbook/assets/Spawn.png,Spawn.png,937,https://static.wikitide.net/bountywikiwiki/0/0d/Spawn.png
.gitbook/assets/Stalker.gif,Stalker.gif,3724,https://static.wikitide.net/bountywikiwiki/b/b9/Stalker.gif
.gitbook/assets/StartGame.png,StartGame.png,59081,https://static.wikitide.net/bountywikiwiki/5/50/StartGame.png
.gitbook/assets/Sticky_Webfoot.png,Sticky_Webfoot.png,986,https://static.wikitide.net/bountywikiwiki/f/f9/Sticky_Webfoot.png
.gitbook/assets/Stylist.gif,Stylist.gif,43693,https://static.wikitide.net/bountywikiwiki/c/cc/Stylist.gif
.gitbook/assets/Substats.png,Substats.png,2389,https://static.wikitide.net/bountywikiwiki/a/a0/Substats.png
.gitbook/assets/Talk_to_Main_Switch_CL_Instance.png,Talk_to_Main_Switch_CL_Instance.png,1885014,https://static.wikitide.net/bountywikiwiki/d/de/Talk_to_Main_Switch_CL_Instance.png
.gitbook/assets/TermsAndConditions.png,TermsAndConditions.png,2640491,https://static.wikitide.net/bountywikiwiki/c/c6/TermsAndConditions.png
.gitbook/assets/Tool_Dealer.gif,Tool_Dealer.gif,4915,https://static.wikitide.net/bountywikiwiki/7/7d/Tool_Dealer.gif
.gitbook/assets/Universal_Rental_NPC.gif,Universal_Rental_NPC.gif,43955,https://static.wikitide.net/bountywikiwiki/5/54/Universal_Rental_NPC.gif
.gitbook/assets/Vending_room.gif,Vending_room.gif,2151,https://static.wikitide.net/bountywikiwiki/b/bc/Vending_room.gif
.gitbook/assets/VIP_Central.gif,VIP_Central.gif,4176,https://static.wikitide.net/bountywikiwiki/8/86/VIP_Central.gif
.gitbook/assets/Warper.gif,Warper.gif,13792,https://static.wikitide.net/bountywikiwiki/e/eb/Warper.gif
.gitbook/assets/WoE_Infomation.gif,WoE_Infomation.gif,2958,https://static.wikitide.net/bountywikiwiki/3/3e/WoE_Infomation.gif
